date,open,close,high,low,volume,code
2010-05-17,134.7,129.8,134.7,129.6,17643.59,600519
2010-05-18,130.0,130.11,130.97,126.18,26037.47,600519
2010-05-19,130.5,129.83,131.2,128.02,10798.97,600519
2010-05-20,129.45,131.48,133.33,129.01,22740.45,600519
2010-05-21,129.4,134.21,134.6,128.47,27341.38,600519
2010-05-24,134.99,135.97,136.5,134.3,29783.47,600519
2010-05-25,135.6,131.25,135.6,130.75,22050.77,600519
2010-05-26,131.5,131.94,132.66,130.16,11025.31,600519
2010-05-31,133.5,131.88,135.22,131.88,23549.88,600519
2010-06-01,131.75,132.63,133.46,130.5,23525.57,600519
2010-06-02,132.56,134.16,134.4,131.65,21889.44,600519
2010-06-03,134.99,135.03,136.5,133.4,24949.42,600519
2010-06-04,134.93,138.12,138.4,134.21,30036.43,600519
2010-06-07,137.0,141.06,142.27,136.0,38125.07,600519
2010-06-08,141.06,140.12,141.88,139.0,14394.78,600519
2010-06-09,140.22,141.42,142.6,140.08,18053.93,600519
2010-06-10,141.4,141.35,142.6,140.53,11781.27,600519
2010-06-11,141.57,138.71,142.5,138.56,19572.75,600519
2010-06-17,139.2,136.48,139.49,136.31,12523.71,600519
2010-06-18,136.01,132.26,136.8,131.01,20102.29,600519
2010-06-21,132.4,134.44,134.5,131.2,18954.01,600519
2010-06-22,133.26,132.19,133.94,131.4,20779.1,600519
2010-06-23,132.0,131.7,132.88,131.42,12812.76,600519
2010-06-24,131.91,129.97,132.47,129.68,24344.03,600519
2010-06-25,129.8,130.52,131.0,128.83,19011.35,600519
2010-06-28,130.2,128.01,130.22,127.81,14816.98,600519
2010-06-29,128.51,126.27,129.39,125.51,27782.66,600519
2010-06-30,126.0,127.36,127.5,125.65,17824.12,600519
2010-07-01,127.85,127.02,127.85,126.5,7449.69,600519
2010-07-02,126.55,127.68,129.1,126.55,16452.7,600519
2010-07-05,126.5,125.81,126.8,124.56,14040.74,600519
2010-07-06,125.9,127.6,128.16,125.0,15306.43,600519
2010-07-07,127.6,127.32,128.5,126.5,8788.28,600519
2010-07-08,127.11,128.32,128.5,127.11,8516.41,600519
2010-07-09,128.58,131.06,132.2,127.71,27378.51,600519
2010-07-12,130.8,130.71,133.3,130.55,17834.0,600519
2010-07-13,130.74,129.55,130.74,128.51,7439.11,600519
2010-07-14,129.4,130.24,131.16,129.03,9642.66,600519
2010-07-15,130.5,131.83,133.2,130.35,18833.33,600519
2010-07-16,130.9,133.81,134.34,130.58,32949.51,600519
2010-07-19,133.05,135.8,136.2,132.91,19412.32,600519
2010-07-20,135.98,136.51,137.29,134.68,26886.19,600519
2010-07-21,136.51,137.88,140.4,136.51,24363.02,600519
2010-07-22,138.8,137.96,138.8,136.8,16221.66,600519
2010-07-23,138.18,140.71,141.02,138.18,38466.0,600519
2010-07-26,140.71,140.96,142.78,140.25,22016.91,600519
2010-07-27,140.1,142.0,142.18,140.1,25229.04,600519
2010-07-28,142.6,142.94,143.03,141.5,27740.35,600519
2010-07-29,142.93,139.42,143.1,139.16,45372.87,600519
2010-07-30,139.28,138.67,139.28,137.5,29438.77,600519
2010-08-02,138.63,143.55,145.26,138.63,42965.73,600519
2010-08-03,143.0,142.26,144.8,142.01,17573.23,600519
2010-08-04,142.0,144.02,144.2,141.72,17350.13,600519
2010-08-05,144.08,148.16,149.35,144.08,41966.13,600519
2010-08-06,147.8,148.2,148.8,147.2,21840.53,600519
2010-08-09,148.25,151.61,152.22,148.25,38703.0,600519
2010-08-10,151.61,146.76,153.59,146.5,28739.94,600519
2010-08-11,146.0,147.85,149.0,146.0,15190.63,600519
2010-08-12,147.8,148.92,151.9,146.21,31025.87,600519
2010-08-13,148.88,150.39,151.46,148.32,15775.59,600519
2010-08-16,150.41,152.9,153.29,150.41,25910.45,600519
2010-08-17,152.8,155.09,156.25,152.5,35747.57,600519
2010-08-18,154.98,152.84,156.42,152.3,30173.78,600519
2010-08-19,152.88,151.26,153.9,150.5,35437.14,600519
2010-08-20,151.19,148.89,151.19,148.48,20841.59,600519
2010-08-23,148.25,150.72,150.9,148.0,13214.93,600519
2010-08-24,150.32,151.42,152.99,149.1,10838.25,600519
2010-08-25,150.5,149.79,151.92,149.63,16507.88,600519
2010-08-26,149.9,150.37,150.55,148.5,12232.0,600519
2010-08-27,150.0,151.06,151.23,149.2,8799.0,600519
2010-08-30,151.68,159.82,160.0,151.68,53784.0,600519
2010-08-31,158.53,159.23,160.99,157.88,31399.0,600519
2010-09-01,158.8,156.88,161.2,155.9,25589.0,600519
2010-09-02,158.0,159.99,162.08,157.87,24821.0,600519
2010-09-03,159.8,162.62,165.38,159.8,27761.0,600519
2010-09-06,164.0,166.72,168.6,164.0,29008.0,600519
2010-09-07,167.05,165.27,169.1,164.8,22373.0,600519
2010-09-08,165.0,166.48,167.5,165.0,15010.0,600519
2010-09-09,167.0,166.89,169.1,166.0,21503.0,600519
2010-09-10,167.5,169.49,169.9,166.5,19867.0,600519
2010-09-13,169.0,168.78,173.45,167.95,28063.0,600519
2010-09-14,168.75,167.29,170.22,165.6,26383.0,600519
2010-09-15,167.0,162.45,167.29,161.7,21032.0,600519
2010-09-16,162.1,159.34,164.05,156.89,20497.0,600519
2010-09-17,159.22,161.81,164.44,157.51,17975.0,600519
2010-09-20,162.86,164.65,166.0,162.0,12576.0,600519
2010-09-21,166.5,166.08,166.88,164.01,14940.0,600519
2010-09-27,166.1,168.83,169.0,165.3,18548.0,600519
2010-09-28,168.59,170.78,171.19,168.0,22585.0,600519
2010-09-29,170.4,167.16,171.55,167.01,13272.0,600519
2010-09-30,166.56,168.73,169.2,166.0,14578.0,600519
2010-10-08,169.0,173.53,175.5,169.0,31608.0,600519
2010-10-11,174.0,167.8,176.43,166.0,43742.0,600519
2010-10-12,167.81,166.6,169.98,164.29,28543.0,600519
2010-10-13,166.0,161.0,166.53,159.85,60287.0,600519
2010-10-14,161.02,158.44,161.3,156.81,53243.0,600519
2010-10-15,158.52,159.98,163.0,158.31,72099.0,600519
2010-10-18,160.0,162.42,165.16,154.8,96564.0,600519
2010-10-19,161.42,163.27,164.9,160.0,53448.0,600519
2010-10-20,160.1,167.41,168.9,160.09,47372.0,600519
2010-10-21,167.6,167.47,170.05,165.8,37621.0,600519
2010-10-22,167.48,168.11,171.6,166.66,41046.0,600519
2010-10-25,169.0,173.0,173.8,168.13,36195.0,600519
2010-10-26,172.8,169.01,172.88,168.01,28590.0,600519
2010-10-27,168.75,168.15,169.4,166.5,28912.0,600519
2010-10-28,167.9,167.04,168.3,166.73,19440.0,600519
2010-10-29,164.74,163.15,165.07,160.5,65465.0,600519
2010-11-01,163.2,163.76,164.9,162.2,49658.0,600519
2010-11-02,164.52,162.67,164.52,161.59,62292.0,600519
2010-11-03,163.0,163.35,165.65,161.5,42253.0,600519
2010-11-04,163.95,165.05,165.54,162.78,44629.0,600519
2010-11-05,165.3,163.98,166.0,163.3,34654.0,600519
2010-11-08,163.99,163.49,164.0,161.25,56894.0,600519
2010-11-09,163.6,165.86,166.59,162.72,60737.0,600519
2010-11-10,166.6,179.73,182.45,166.5,150005.0,600519
2010-11-11,181.99,175.92,181.99,174.11,74217.0,600519
2010-11-12,175.55,177.53,188.08,175.52,126500.0,600519
2010-11-15,181.99,183.69,188.0,181.99,79038.0,600519
2010-11-16,185.99,177.19,186.0,174.5,72291.0,600519
2010-11-17,175.9,165.0,175.9,163.8,80509.0,600519
2010-11-18,166.55,169.49,170.97,166.0,40286.0,600519
2010-11-19,171.1,175.16,176.0,170.21,48954.0,600519
2010-11-22,174.88,178.51,182.38,173.8,47940.0,600519
2010-11-23,178.38,189.04,189.2,176.2,108469.0,600519
2010-11-24,192.0,199.92,206.6,192.0,110799.0,600519
2010-11-25,200.53,202.97,203.62,197.0,45579.0,600519
2010-11-26,202.97,207.24,212.67,200.61,63799.0,600519
2010-11-29,205.25,216.43,222.0,205.25,67499.0,600519
2010-11-30,216.37,204.81,216.37,200.33,65665.0,600519
2010-12-01,203.0,202.4,208.0,200.02,38016.0,600519
2010-12-02,204.2,198.17,206.0,197.91,42940.0,600519
2010-12-03,198.0,199.79,203.49,197.7,43037.0,600519
2010-12-06,199.85,193.02,202.0,190.11,43281.0,600519
2010-12-07,191.89,197.56,198.8,189.86,31804.0,600519
2010-12-08,197.5,196.18,201.8,196.01,28334.0,600519
